鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
鼓山區,房地(土地+建物)+車位,高雄市鼓山區文信路３４６號八樓,13.78,都市：其他:第四種商業區,,,1101016,土地1建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970711,161.68,3,2,2,有,有,12000000,74221,坡道機械,29.82,0,含傢俱設備費；陽台外推；,RPPOMLQLIIGGFAE37DA,81.2,13.04,0.0,,
前金區,房地(土地+建物),高雄市前金區六合二路１０６號十四樓之７,3.56,都市：其他:第四種商業區,,,1101012,土地1建物1車位0,十四層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1100702,68.32,2,1,1,有,有,7200000,105386,,0.0,0,含裝潢費；,RPWOMLTLIIGGFAE38DA,37.98,5.77,0.0,,
鼓山區,房地(土地+建物)+車位,高雄市鼓山區裕誠路１６８７號二十九樓,27.47,都市：其他:第四種商業區,,,1100925,土地1建物1車位4,二十九層,三十八層,住宅大樓(11層含以上有電梯),住家用,鋼骨構造,1040915,473.80999999999995,0,0,0,無,有,39000000,78020,坡道平面,79.04,8200000,毛胚屋；,RPPOMLSLIIGGFAE57DA,232.27,28.07,0.0,,
前金區,房地(土地+建物)+車位,高雄市前金區六合二路１０６號五樓之１,6.67,都市：其他:第四種商業區,,,1101004,土地1建物1車位1,五層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1100702,129.04,3,1,2,有,有,10600000,90764,坡道平面,28.78,1500000,,RPSNMLTLIIGGFAE87DA,54.26,10.01,0.0,,
前金區,房地(土地+建物)+車位,高雄市前金區六合二路１０６號二十一樓之１,6.62,都市：其他:第四種商業區,,,1101005,土地1建物1車位1,二十一層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1100702,128.39999999999998,3,1,2,有,有,11460000,98976,坡道平面,28.78,1600000,,RPTNMLTLIIGGFAE97DA,54.26,9.54,0.0,,
前金區,房地(土地+建物)+車位,高雄市前金區六合二路１０８號二十六樓之１０,4.8,都市：其他:第四種商業區,,,1101014,土地1建物1車位1,二十六層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1100702,93.23,2,1,1,有,有,7880000,100543,坡道平面,28.78,1400000,,RPOOMLTLIIGGFAE57DA,36.18,5.09,0.0,,
鼓山區,房地(土地+建物)+車位,高雄市鼓山區明誠四路３５號十一樓,18.85,都市：其他:特定第四種商業區,,,1100829,土地1建物1車位2,十一層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1071018,329.6,3,2,3,有,有,29300000,84625,坡道平面,34.18,4300000,,RPPOMLPJJIGGFAE17DA,152.96,44.97,0.0,,
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術東四路３６９號七樓,17.8,都市：其他:特定第五種住宅區,,,1101017,土地1建物1車位1,七層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030212,203.79,3,2,2,有,有,18300000,89798,坡道平面,30.51,0,含傢俱設備費；,RPQOMLKKJIGGFAE86DA,97.12,15.15,0.0,有,0307
鼓山區,房地(土地+建物),高雄市鼓山區美術館路１９號十樓,14.52,都市：其他:第五種住宅區,,,1100929,土地1建物1車位0,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940404,121.02000000000001,3,2,2,有,有,9400000,77673,,0.0,0,含裝潢費；,RPVNMLKKJIGGFAE27DA,77.88,9.51,0.0,有,0308
前金區,房地(土地+建物),高雄市前金區允文街５１號七樓之１２,4.22,都市：其他:第五種商業區,,,1101009,土地1建物1車位0,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940624,54.77,2,1,1,有,有,3100000,56600,,0.0,0,建商二次施工陽台外推；,RPOQMLTJJIGGFAE67DA,25.52,8.22,0.0,,
前金區,房地(土地+建物)+車位,高雄市前金區市中一路９９號十樓之１,5.46,都市：其他:第五種商業區,,,1101014,土地1建物1車位1,十層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0910618,106.77,2,1,1,有,有,6300000,59005,坡道平面,38.22,0,陽台外推；,RPTOMLMKJIGGFAE37DA,42.55,4.28,0.0,有,0309
前金區,房地(土地+建物)+車位,高雄市前金區六合二路１０６號二十三樓之２,5.57,都市：其他:第四種商業區,,,1101019,土地1建物1車位1,二十三層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1100702,108.24000000000001,2,1,1,有,有,8800000,90623,坡道平面,28.79,1600000,,RPWOMLMKJIGGFAE67DA,39.92,10.92,0.0,有,0310
鼓山區,房地(土地+建物),高雄市鼓山區美術東六街１１５號十二樓之２,6.62,都市：其他:特定第四種商業區,,,1100917,土地1建物1車位0,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951101,68.01,1,1,1,有,有,5050000,74254,,0.0,0,,RPUOMLKKJIGGFAE27DA,43.63,4.69,0.0,有,0312
前金區,房地(土地+建物),高雄市前金區中正四路１６９號八樓之２,4.93,都市：其他:第五種商業區,,,1100923,土地1建物1車位0,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1091019,86.53,1,1,1,有,有,6950000,80319,,0.0,0,,RPVNMLPKJIGGFAE77DA,45.17,9.95,0.0,有,0313
苓雅區,房地(土地+建物)+車位,高雄市苓雅區三多二路９號八樓之２,7.99,都市：其他:第二種特定商業專用區,,,1071216,土地2建物1車位1,八層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1100825,93.37,2,1,1,有,有,6290000,63101,坡道平面,20.63,1700000,,RPTOMLSJIIGGFBE87DA,40.42,6.24,0.0,,
苓雅區,房地(土地+建物)+車位,高雄市苓雅區三多二路９號十一樓之６,13.18,都市：其他:第二種特定商業專用區,,,1080704,土地2建物1車位1,十一層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1100825,145.79000000000002,3,1,2,有,有,10080000,68433,坡道平面,18.95,1400000,,RPWNMLMKIIGGFBE57DA,64.74,16.71,0.0,,
苓雅區,房地(土地+建物),高雄市苓雅區三多二路９號五樓之７,7.65,都市：其他:第二種特定商業專用區,,,1071021,土地2建物1車位0,五層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1100825,79.25,2,1,1,有,有,5380000,67886,,0.0,0,,RPVPMLMKIIGGFBE67DA,43.75,7.18,0.0,,
新興區,房地(土地+建物),高雄市新興區八德二路４７號七樓之１,7.11,都市：其他:第四種商業區,,,1100922,土地1建物1車位0,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1100830,74.85,0,0,0,無,有,6100000,81496,,0.0,0,,RPUVMLPKIIGGFBE48DA,42.69,5.52,0.0,,
苓雅區,房地(土地+建物)+車位,高雄市苓雅區三多二路１１號二十樓之５,12.99,都市：其他:第二種特定商業專用區,,,1080213,土地2建物1車位1,二十層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1100825,145.32,3,1,2,有,有,10410000,69051,坡道平面,20.63,1800000,,RPPNMLSKIIGGFBE47DA,63.4,16.64,0.0,,
苓雅區,房地(土地+建物)+車位,高雄市苓雅區三多二路１１號二十樓之６,13.18,都市：其他:第二種特定商業專用區,,,1080213,土地2建物1車位1,二十層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1100825,147.48000000000002,3,1,2,有,有,10370000,67560,坡道平面,20.63,1800000,,RPQNMLSKIIGGFBE57DA,64.74,16.71,0.0,,
苓雅區,房地(土地+建物)+車位,高雄市苓雅區三多二路９號二十樓之９,9.48,都市：其他:第二種特定商業專用區,,,1080210,土地2建物1車位1,二十層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1100825,109.11,2,1,1,有,有,7760000,67360,坡道平面,20.63,1800000,,RPRSMLPKIIGGFBE87DA,41.0,15.78,0.0,,
苓雅區,房地(土地+建物)+車位,高雄市苓雅區三多二路９號二十樓之１０,9.53,都市：其他:第二種特定商業專用區,,,1080210,土地2建物1車位1,二十層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1100825,109.54,2,1,1,有,有,7700000,67484,坡道平面,20.63,1700000,,RPSSMLPKIIGGFBE97DA,40.75,16.27,0.0,,
新興區,房地(土地+建物)+車位,高雄市新興區新興路３９號十二樓,9.32,都市：其他:第三種特定商業專用區,,,1101012,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040306,83.61,1,1,1,有,有,8200000,98074,塔式車位,5.53,0,,RPSNMLNKIIGGFBE27DA,40.93,10.9,0.0,有,0314
新興區,房地(土地+建物),高雄市新興區八德二路４９號五樓之１,7.17,都市：其他:第四種商業區,,,1100914,土地1建物1車位0,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1100830,75.95,0,0,0,無,有,5380000,70836,,0.0,0,,RPRNMLTLIIGGFBE87DA,42.77,6.09,0.0,,
苓雅區,房地(土地+建物)+車位,高雄市苓雅區三多二路９號十九樓之９,9.48,都市：其他:第二種特定商業專用區,,,1100419,土地2建物1車位1,十九層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1100825,109.11,2,1,1,有,有,7800000,75271,坡道平面,20.63,1140000,,RPWPMLPLIIGGFBE18DA,41.0,15.78,0.0,,
苓雅區,房地(土地+建物),高雄市苓雅區三多二路９號二樓之３,6.49,都市：其他:第二種特定商業專用區,,,1071016,土地2建物1車位0,二層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1100825,65.52,2,1,1,有,有,4800000,73260,,0.0,0,,RPSOMLKLIIGGFBE17DA,39.27,2.8,0.0,,
苓雅區,房地(土地+建物)+車位,高雄市苓雅區三多二路９號十三樓之３,7.79,都市：其他:第二種特定商業專用區,,,1100112,土地2建物1車位1,十三層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1100825,91.37,2,1,1,有,有,6180000,63331,坡道平面,20.63,1700000,,RPVOMLKLIIGGFBE47DA,39.27,6.14,0.0,,
苓雅區,房地(土地+建物)+車位,高雄市苓雅區三多二路９號二十樓之６,13.18,都市：其他:第二種特定商業專用區,,,1080211,土地2建物1車位1,二十層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1100825,147.48000000000002,3,1,2,有,有,10270000,67560,坡道平面,20.63,1700000,,RPPPMLKLIIGGFBE96DA,64.74,16.71,0.0,,
苓雅區,房地(土地+建物),高雄市苓雅區三多二路９號十四樓之１０,8.56,都市：其他:第二種特定商業專用區,,,1080907,土地2建物1車位0,十四層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1100825,88.91,2,1,1,有,有,6000000,67484,,0.0,0,,RPTNMLLLIIGGFBE27DA,40.75,16.27,0.0,,
苓雅區,房地(土地+建物)+車位,高雄市苓雅區三多二路１１號十一樓之５,12.99,都市：其他:第二種特定商業專用區,,,1080107,土地2建物1車位1,十一層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1100825,145.32,3,1,2,有,有,9970000,66324,坡道平面,20.63,1700000,,RPUNMLLLIIGGFBE37DA,63.4,16.64,0.0,,
新興區,房地(土地+建物),高雄市新興區民主路５９號二樓之１,10.16,都市：其他:第四種商業區,,,1101006,土地1建物1車位0,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0910403,108.35,3,2,2,有,有,6950000,64144,,0.0,0,,RPSNMLNLIIGGFBE37DA,71.24,8.21,0.0,,
苓雅區,房地(土地+建物)+車位,高雄市苓雅區三多二路１１號二十二樓之１０,9.53,都市：其他:第二種特定商業專用區,,,1100916,土地2建物1車位1,二十二層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1100825,107.86,2,1,1,有,有,7740000,67934,坡道平面,18.95,1700000,,RPWOMLNJJIGGFBE77DA,40.75,16.28,0.0,,
苓雅區,房地(土地+建物),高雄市苓雅區三多二路９號六樓之２,7.02,都市：其他:第二種特定商業專用區,,,1071229,土地2建物1車位0,六層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1100825,72.72999999999999,2,1,1,有,有,5210000,71635,,0.0,0,,RPRNMLOJJIGGFBE27DA,40.42,6.24,0.0,,
苓雅區,房地(土地+建物)+車位,高雄市苓雅區三多二路９號十一樓之３,7.79,都市：其他:第二種特定商業專用區,,,1071230,土地2建物1車位1,十一層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1100825,91.37,2,1,1,有,有,6130000,62624,坡道平面,20.63,1700000,,RPSNMLOJJIGGFBE37DA,39.27,6.14,0.0,,
新興區,房地(土地+建物)+車位,高雄市新興區民生一路３６０號十三樓,21.98,都市：其他:第三種特定商業專用區,,,1100908,土地1建物1車位2,十三層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土構造、鋼筋混凝土,1070213,354.74,3,2,3,有,有,30500000,90743,坡道平面,58.3,3600000,,RPPNMLTJJIGGFBE57DA,159.2,34.41,0.0,,
苓雅區,房地(土地+建物),高雄市苓雅區三多二路１１號十一樓之８,7.46,都市：其他:第二種特定商業專用區,,,1080415,土地2建物1車位0,十一層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1100825,77.42,2,1,1,有,有,5350000,69104,,0.0,0,,RPRSMLOJJIGGFBE77DA,43.28,6.38,0.0,,
前鎮區,房地(土地+建物)+車位,高雄市前鎮區中華五路１４５７號三樓之３,14.74,都市：其他:第三種特定商業專用區,,,1101016,土地1建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950314,151.81,3,2,2,有,有,12080000,79573,坡道平面,24.18,0,,RPQRMLRLIIGGFCE08DA,79.28,9.73,0.0,,
前鎮區,房地(土地+建物),高雄市前鎮區文林街１５０號十七樓之１,4.69,都市：其他:第五種商業區,,,1101019,土地2建物1車位0,十七層，十八層,三十九層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,0880209,137.44,4,2,2,有,有,7900000,57480,,0.0,0,其他增建；,RPXOMLNJJIGGFCE97DA,86.81,9.08,0.0,有,0318
三民區,房地(土地+建物),高雄市三民區民族一路７０２之１號十一樓之３,11.63,都市：其他:第五種住宅區,,,1100924,土地1建物1車位0,十一層，電梯樓梯間,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840906,134.35,3,2,2,有,有,6700000,49870,,0.0,0,,RPVOMLOJIIGGFDE87DA,109.46,11.87,0.0,,
三民區,房地(土地+建物)+車位,高雄市三民區遼寧三街１０３號十一樓,14.66,都市：其他:第四種住宅區,,,1101001,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091217,125.09,3,2,2,有,有,11500000,86751,坡道機械,10.97,1600000,,RPVNMLMJIIGGFDE57DA,55.92,14.34,0.0,,
三民區,房地(土地+建物)+車位,高雄市三民區鼎文街７０號七樓,19.18,都市：其他:第四種住宅區,,,1101003,土地1建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890929,136.03,4,2,2,有,有,9000000,66162,坡道平面,20.04,0,,RPPNMLMKIIGGFDE07DA,76.78,10.27,0.0,,
三民區,房地(土地+建物)+車位,高雄市三民區建興路８１之２號四樓,9.5,都市：其他:第三種商業區,,,1101008,土地2建物1車位1,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010611,107.09,2,1,1,有,有,6900000,64432,坡道平面,18.0,0,陽台外推；,RPXNMLSJIIGGFDE38DA,43.84,12.18,0.0,有,0327
三民區,房地(土地+建物)+車位,高雄市三民區河北二路８０號九樓之１,16.14,都市：其他:第二種商業區,,,1101012,土地1建物1車位1,九層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0991116,118.49000000000001,2,2,1,有,有,8000000,67516,坡道平面,20.26,0,,RPROMLRLIIGGFDE97DA,55.66,8.93,0.0,,
三民區,房地(土地+建物)+車位,高雄市三民區自立一路８５巷２２號,18.97,都市：其他:第二種特定商業專用區,,,1100930,土地1建物1車位1,一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871113,142.07999999999998,3,2,2,有,有,9320000,73116,坡道平面,21.45,500000,含傢俱設備費；,RPSQMLQLIIGGFDE18DA,81.97,8.81,0.0,,
三民區,房地(土地+建物)+車位,高雄市三民區遼北街２１３號五樓,19.14,都市：其他:第四種住宅區,,,1101012,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090207,144.01999999999998,3,2,2,有,有,11600000,78524,坡道機械,16.67,1600000,,RPRSMLSLIIGGFDE48DA,64.9,13.88,0.0,,
三民區,房地(土地+建物)+車位,高雄市三民區覺民路２８５巷３２號十三樓,12.2,都市：其他:第五種住宅區,,,1101104,土地2建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040813,116.64,2,2,1,有,有,6230000,53412,坡道平面,25.92,0,地下二層平面車位編號:52號；另有1機車車位:地下二層99號,RPUNMLPJJIGGFDE87DA,48.87,10.16,0.0,有,0331
三民區,房地(土地+建物)+車位,高雄市三民區褒忠街１５６號八樓之３,23.21,都市：其他:第四種商業區,,,1101011,土地1建物1車位2,八層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0981130,380.14,0,0,0,無,有,17600000,46299,坡道平面,34.72,0,,RPSOMLSJJIGGFDE08DA,203.82,37.57,0.0,有,0332
三民區,房地(土地+建物)+車位,高雄市三民區愛國路１１０號五樓,7.04,都市：其他:第五種商業區,,,1101020,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090813,117.28,2,2,2,有,有,9100000,77592,坡道機械,21.95,0,,RPXOMLMKJIGGFDE08DA,50.87,12.98,0.0,有,0335
三民區,房地(土地+建物)+車位,高雄市三民區順昌街６３號九樓,9.47,都市：其他:第五種商業區,,,1101025,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090813,157.59,4,2,2,有,有,12650000,80272,坡道平面,29.26,0,,RPOPMLMKJIGGFDE27DA,75.64,10.31,0.0,有,0336
左營區,房地(土地+建物)+車位,高雄市左營區明誠二路１８２號十樓,21.65,都市：其他:第四種住宅區,,,1100912,土地1建物1車位1,十層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,0851024,197.46,5,2,2,有,有,12200000,61785,坡道平面,0.0,1200000,陽台外推；,RPSNMLMKRHGGFEE28DA,109.51,27.67,0.0,,
左營區,房地(土地+建物)+車位,高雄市左營區文川路４７１號八樓,15.5,都市：其他:第四種商業區,,,1100924,土地1建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960907,164.19,3,2,2,有,有,12450000,75827,坡道平面,28.09,0,,RPRNMLNJIIGGFEE37DA,90.54,12.22,0.0,有,0338
楠梓區,房地(土地+建物)+車位,高雄市楠梓區芎林一街１７６號十五樓,14.19,都市：其他:商業區(特),,,1080723,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1100805,133.24,3,2,2,有,有,6650000,47218,坡道機械,8.5,760000,,RPQOMLPKIIGGFEE67DA,66.59,12.53,0.0,,
左營區,房地(土地+建物)+車位,高雄市左營區保靖街５３號二樓之５,7.35,都市：其他:第四種商業區,,,1101021,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031104,95.78999999999999,2,1,1,有,有,8390000,87587,坡道機械,10.36,0,,RPOOMLLLIIGGFEE17DA,49.07,6.34,0.0,有,0340
楠梓區,房地(土地+建物),高雄市楠梓區盛昌街２８６號五樓之５,4.62,都市：其他:第四種商業區,,,1101023,土地1建物1車位0,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1050224,71.18,2,2,1,有,有,4750000,66732,,0.0,0,,RPPNMLKMIIGGFEE17DA,40.02,7.22,0.0,有,0341
左營區,房地(土地+建物),高雄市左營區翠華路６０１巷５６號九樓,25.0,都市：其他:特定住宅區,,,1101026,土地1建物1車位0,九層,十四層,住宅大樓(11層含以上有電梯),住家用,見使用執照,0890217,156.4,3,2,2,有,有,7580000,48465,,0.0,0,,RPSNMLPJJIGGFEE77DA,85.85,15.53,0.0,,
楠梓區,房地(土地+建物)+車位,高雄市楠梓區大學東路７００號十三樓,27.52,都市：其他:第三種住宅區。,,,1101008,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1100330,158.26,3,2,2,有,有,12000000,74659,坡道平面,18.96,1600000,,RPRQMLPJJIGGFEE97DA,81.14,11.98,0.0,,
楠梓區,房地(土地+建物)+車位,高雄市楠梓區大學東路６９０號,23.71,都市：其他:第三種住宅區。,,,1100920,土地1建物1車位1,一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1100330,139.07,3,2,2,有,有,8550000,57864,坡道平面,18.96,1600000,,RPSQMLPJJIGGFEE08DA,78.73,1.57,0.0,,
楠梓區,房地(土地+建物)+車位,高雄市楠梓區大學東路６９０號二樓,26.89,都市：其他:第三種住宅區。,,,1100919,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1100330,155.06,3,2,2,有,有,8850000,53270,坡道平面,18.96,1600000,,RPTQMLPJJIGGFEE18DA,78.73,12.22,0.0,,
楠梓區,房地(土地+建物)+車位,高雄市楠梓區大學東路６９０號四樓,26.89,都市：其他:第三種住宅區。,,,1100911,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1100330,155.06,3,2,2,有,有,8430000,51065,坡道平面,18.96,1480000,,RPUQMLPJJIGGFEE28DA,78.73,12.22,0.0,,
楠梓區,房地(土地+建物)+車位,高雄市楠梓區大學東路６９０號八樓,26.89,都市：其他:第三種住宅區。,,,1100922,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1100330,155.06,3,2,2,有,有,10850000,67965,坡道平面,18.96,1600000,含裝潢費；含傢俱設備費；,RPVQMLPJJIGGFEE38DA,78.73,12.22,0.0,,
楠梓區,房地(土地+建物)+車位,高雄市楠梓區大學東路６９２號十一樓,22.23,都市：其他:第三種住宅區。,,,1101006,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1100330,131.48,3,2,2,有,有,8500000,62389,坡道平面,18.96,1480000,,RPWQMLPJJIGGFEE48DA,64.79,10.42,0.0,,
楠梓區,房地(土地+建物)+車位,高雄市楠梓區大學東路６８０號八樓,26.74,都市：其他:第三種住宅區。,,,1100910,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1100330,154.29,3,2,2,有,有,9980000,61923,坡道平面,18.96,1600000,,RPXQMLPJJIGGFEE58DA,78.31,12.13,0.0,,
左營區,房地(土地+建物)+車位,高雄市左營區博愛三路３２０號八樓,13.23,都市：其他:第五種住宅區,,,1101009,土地1建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0861024,167.72,4,2,2,有,有,12200000,72740,坡道平面,24.05,0,,RPSNMLNJJIGGFEE57DA,96.08,13.64,0.0,,
楠梓區,房地(土地+建物)+車位,高雄市楠梓區楠梓路２６９巷２７號五樓,11.13,都市：其他:第四種住宅區,,,1101016,土地1建物1車位1,五層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090904,133.89999999999998,2,2,1,有,有,8520000,63630,坡道平面,32.49,0,,RPVQMLLJJIGGFEE97DA,58.24,8.81,0.0,有,0343
左營區,房地(土地+建物)+車位,高雄市左營區文川路２２６號十一樓,7.83,都市：其他:第五種商業區,,,1100924,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1030716,100.82,2,2,1,有,有,7000000,69431,升降機械,5.8,0,,RPQOMLTJJIGGFEE08DA,55.14,10.5,0.0,有,0344
楠梓區,房地(土地+建物)+車位,高雄市楠梓區大學東路６８８號二樓,26.89,都市：其他:第三種住宅區。,,,1100920,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1100330,155.06,3,2,2,有,有,9250000,56209,坡道平面,18.96,1600000,,RPPRMLPJJIGGFEE87DA,78.73,12.22,0.0,,
左營區,房地(土地+建物)+車位,高雄市左營區文萊路１８巷３號三樓,26.28,都市：其他:第三種住宅區。,,,1101003,土地1建物1車位1,三層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1050613,143.86,2,1,1,有,有,10400000,72293,坡道平面,33.06,0,,RPUNMLMKJIGGFEE77DA,57.74,11.36,0.0,有,0345
楠梓區,房地(土地+建物),高雄市楠梓區旗楠路８８１號八樓之３,4.85,都市：其他:第二種特定商業專用區,,,1101020,土地2建物1車位0,八層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831014,39.63,1,1,1,有,有,1200000,30280,,0.0,0,,RPOPMLKKJIGGFEE17DA,25.86,4.24,0.0,,
左營區,房地(土地+建物)+車位,高雄市左營區博愛二路３２２號十三樓之１５,6.23,都市：其他:第五種商業區,,,1060508,土地1建物1車位1,十三層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼骨構造，鋼骨鋼筋混凝土構造，鋼筋混凝土造,1100317,151.75,3,1,1,有,有,11050000,89022,坡道平面,43.35,1400000,預售屋、或土地及建物分件登記案件；,RPROMLKKJIGGFEE37DA,58.33,10.44,0.0,,
左營區,房地(土地+建物)+車位,高雄市左營區民族一路１１６８號九樓之３,9.6,都市：其他:第五種住宅區,,,1101006,土地1建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870706,107.05,3,2,1,有,有,6080000,56796,坡道平面,17.53,0,,RPQPMLMKJIGGFEE57DA,56.31,8.16,0.0,有,0348
楠梓區,房地(土地+建物),高雄市楠梓區德民路１２２號三樓之３,14.66,都市：其他:第五種住宅區,,,1100923,土地1建物1車位0,三層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0780915,131.35999999999999,3,2,2,有,有,4300000,32734,,0.0,0,,RPXNMLOKJIGGFEE28DA,82.68,20.95,0.0,,
楠梓區,房地(土地+建物)+車位,高雄市楠梓區清豐路２２１號五樓,15.58,都市：其他:第二種特定商業專用區,,,1101009,土地1建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1060516,124.46,2,2,2,有,有,7700000,61867,坡道平面,13.26,0,,RPPSMLMKJIGGFEE77DA,56.41,12.47,0.0,有,0349
左營區,房地(土地+建物)+車位,高雄市左營區重愛路６５號三樓之３,15.58,都市：其他:第四種住宅區,,,1101024,土地1建物1車位1,三層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850921,189.39,3,2,2,有,有,7600000,40129,坡道平面,0.0,0,,RPQNMLPKJIGGFEE67DA,76.25,65.7,0.0,,
