鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
中區,房地(土地+建物),臺中市中區中華路一段１２１號１６樓之１３,1.65,都市：其他:第一種商業區,,,1101028,土地1建物1車位0,十六層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0850520,34.07,1,1,2,有,有,1680000,49310,,0.0,0,,RPPPMLSLIIGGFAB37DA,20.21,3.2,0.0,,
西區,房地(土地+建物),臺中市西區三民路１段５０巷８號９樓之２５,2.2,都市：其他:第二種住宅區,,,1101029,土地2建物1車位0,九層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840113,28.869999999999997,1,0,1,有,有,1470000,50918,,0.0,0,,RPQNMLKMIIGGFAB56DA,15.84,2.18,0.0,,
南區,房地(土地+建物),臺中市南區學府路２號七樓之１,13.69,都市：其他:第二種住宅區,,,1101011,土地1建物1車位0,七層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820707,133.71,3,2,2,有,有,8150000,60953,,0.0,0,,RPSPMLQLIIGGFAB47DA,104.75,11.06,0.0,,
南區,房地(土地+建物),臺中市南區工學北路８６號１６樓之３２,5.96,都市：其他:第三種商業區,,,1101007,土地1建物1車位0,十六層，十七層，十八層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850506,112.38,2,1,2,有,有,5000000,44492,,0.0,0,,RPXNMLMLIIGGFAB37DA,63.1,20.93,0.0,,
南區,房地(土地+建物)+車位,臺中市南區建成路１０９５巷３號１０樓之１,11.46,都市：其他:第二種商業區,,,1101015,土地2建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870507,122.88,3,2,2,有,有,8480000,68990,坡道機械,8.66,600000,,RPRQMLPKIIGGFAB27DA,77.65,9.26,0.0,有,0255
南區,房地(土地+建物)+車位,臺中市南區工學北路３５５號四樓之３,19.03,都市：其他:第三種住宅區。,,,1100928,土地1建物1車位1,四層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031029,165.6,3,2,2,有,有,13980000,84420,坡道平面,22.91,0,,RPXNMLNKIIGGFAB37DA,77.51,16.24,0.0,,
南區,房地(土地+建物),臺中市南區建成路１７１３巷１０號２樓之１,2.14,都市：其他:第一種商業區,,,1101019,土地2建物1車位0,二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840127,24.220000000000002,1,1,1,有,有,1440000,59455,,0.0,0,,RPUPMLRLIIGGFAB77DA,17.5,1.35,0.0,有,0257
西區,房地(土地+建物),臺中市西區南屯路一段１５２之３號２樓,21.82,都市：其他:第二種住宅區,,,1101101,土地1建物1車位0,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851101,160.2,3,2,2,有,有,8300000,51810,,0.0,0,,RPUPMLKKJIGGFAB07DA,106.82,9.69,0.0,,
南區,房地(土地+建物),臺中市南區三民西路２５６號１８樓之１,6.27,都市：其他:第一種商業區,,,1101021,土地2建物1車位0,十八層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850312,88.19999999999999,2,2,1,有,有,5800000,65760,,0.0,0,,RPUPMLQKJIGGFAB67DA,55.33,9.97,0.0,,
西區,房地(土地+建物),臺中市西區民生路１３５號１７樓之１２,2.6,都市：其他:第一種商業區,,,1101021,土地1建物1車位0,十七層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0850119,44.47,1,0,1,有,有,2080000,46773,,0.0,0,,RPRNMLQKJIGGFAB17DA,20.64,3.78,0.0,有,0258
北屯區,房地(土地+建物)+車位,臺中市北屯區北屯路４２８號１０樓之５,11.99,都市：其他:第三種住宅區。,,,1100929,土地1建物1車位1,十層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831108,153.38,3,2,2,有,有,10200000,66501,坡道平面,0.0,0,,RPTQMLTKIIGGFBB97DA,104.01,14.8,0.0,,
北屯區,房地(土地+建物)+車位,臺中市北屯區遼寧路一段５１０號十二樓,27.19,都市：其他:第二種住宅區,,,1101017,土地1建物1車位1,十二層，十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0821130,179.15,6,2,3,有,有,9070000,50628,坡道機械,0.0,0,陽台外推；夾層；其他增建；,RPPNMLRKIIGGFBB07DA,118.48,29.04,0.0,,
北屯區,房地(土地+建物)+車位,臺中市北屯區景賢路１１９號九樓之５,20.85,都市：其他:第三種住宅區。,,,1101018,土地1建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050812,160.61,3,2,2,有,有,13380000,83307,坡道平面,29.88,0,,RPTQMLMLIIGGFBB37DA,74.31,12.73,0.0,有,0259
北屯區,房地(土地+建物)+車位,臺中市北屯區建和路一段１１７號八樓之１,18.54,都市：其他:第三種住宅區。,,,1090321,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100927,151.87,3,2,2,有,有,8770000,60920,坡道平面,28.43,1250000,預售屋、或土地及建物分件登記案件；,RPRWMLMJJIGGFBB67DA,74.86,9.14,0.0,,
北屯區,房地(土地+建物)+車位,臺中市北屯區建和路一段１１７號八樓之２,20.31,都市：其他:第三種住宅區。,,,1090226,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100927,163.37,3,2,2,有,有,8900000,56692,坡道平面,28.43,1250000,預售屋、或土地及建物分件登記案件；,RPTWMLMJJIGGFBB87DA,82.2,9.6,0.0,,
北屯區,房地(土地+建物)+車位,臺中市北屯區建和路一段１１７號八樓之７,18.54,都市：其他:第三種住宅區。,,,1090408,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100927,151.61,3,2,2,有,有,8850000,61698,坡道平面,28.43,1250000,預售屋、或土地及建物分件登記案件；,RPXWMLMJJIGGFBB28DA,74.11,9.69,0.0,,
北屯區,房地(土地+建物)+車位,臺中市北屯區建和路一段１１７號九樓之１,18.54,都市：其他:第三種住宅區。,,,1090331,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100927,151.87,3,2,2,有,有,8800000,61163,坡道平面,28.43,1250000,預售屋、或土地及建物分件登記案件；,RPONNLMJJIGGFBB56DA,74.86,9.14,0.0,,
北屯區,房地(土地+建物)+車位,臺中市北屯區建和路一段１１７號九樓之２,20.31,都市：其他:第三種住宅區。,,,1090301,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100927,163.37,3,2,2,有,有,9100000,57433,坡道平面,28.43,1350000,預售屋、或土地及建物分件登記案件；,RPPNNLMJJIGGFBB66DA,82.2,9.6,0.0,,
北屯區,房地(土地+建物)+車位,臺中市北屯區建和路一段１１７號九樓之６,29.39,都市：其他:第三種住宅區。,,,1090820,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100927,224.71,4,2,3,有,有,13350000,62156,坡道平面,28.43,1150000,預售屋、或土地及建物分件登記案件；,RPUNNLMJJIGGFBB17DA,113.51,20.02,0.0,,
北屯區,房地(土地+建物)+車位,臺中市北屯區建和路一段１１７號九樓之７,18.54,都市：其他:第三種住宅區。,,,1090605,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100927,151.61,3,2,2,有,有,8800000,62104,坡道平面,28.43,1150000,預售屋、或土地及建物分件登記案件；,RPVNNLMJJIGGFBB27DA,74.11,9.69,0.0,,
北屯區,房地(土地+建物)+車位,臺中市北屯區建和路一段１１７號十樓之１,18.54,都市：其他:第三種住宅區。,,,1090223,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100927,151.87,3,2,2,有,有,8800000,61163,坡道平面,28.43,1250000,預售屋、或土地及建物分件登記案件；,RPWNNLMJJIGGFBB37DA,74.86,9.14,0.0,,
北屯區,房地(土地+建物)+車位,臺中市北屯區建和路一段１１７號十樓之２,20.31,都市：其他:第三種住宅區。,,,1090303,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100927,163.37,3,2,2,有,有,8800000,56692,坡道平面,28.43,1150000,預售屋、或土地及建物分件登記案件；,RPXNNLMJJIGGFBB47DA,82.2,9.6,0.0,,
北屯區,房地(土地+建物)+車位,臺中市北屯區建和路一段１１７號十樓之３,20.31,都市：其他:第三種住宅區。,,,1090314,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100927,163.37,3,2,2,有,有,9880000,63213,坡道平面,28.43,1350000,預售屋、或土地及建物分件登記案件；,RPOONLMJJIGGFBB66DA,82.2,9.6,0.0,,
北屯區,房地(土地+建物)+車位,臺中市北屯區建和路一段１１７號十一樓之２,20.31,都市：其他:第三種住宅區。,,,1090221,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100927,163.37,3,2,2,有,有,8660000,55654,坡道平面,28.43,1150000,預售屋、或土地及建物分件登記案件；,RPWONLMJJIGGFBB47DA,82.2,9.6,0.0,,
北屯區,房地(土地+建物)+車位,臺中市北屯區建和路一段１１７號十一樓之３,20.31,都市：其他:第三種住宅區。,,,1090219,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100927,163.37,3,2,2,有,有,9680000,62620,坡道平面,28.43,1230000,預售屋、或土地及建物分件登記案件；,RPOPNLMJJIGGFBB76DA,82.2,9.6,0.0,,
北屯區,房地(土地+建物)+車位,臺中市北屯區建和路一段１１７號十一樓之５,29.39,都市：其他:第三種住宅區。,,,1090520,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100927,224.71,4,2,3,有,有,13500000,61901,坡道平面,28.43,1350000,預售屋、或土地及建物分件登記案件；,RPPPNLMJJIGGFBB86DA,113.51,20.02,0.0,,
北屯區,房地(土地+建物)+車位,臺中市北屯區建和路一段１１７號二樓之２,20.31,都市：其他:第三種住宅區。,,,1090507,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100927,163.37,3,2,2,有,有,7750000,48911,坡道平面,28.43,1150000,預售屋、或土地及建物分件登記案件；,RPURMLMJJIGGFBB47DA,82.2,9.6,0.0,,
北屯區,房地(土地+建物)+車位,臺中市北屯區建和路一段１１７號二樓之３,20.31,都市：其他:第三種住宅區。,,,1090608,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100927,162.26999999999998,3,2,2,有,有,8850000,58030,坡道平面,27.34,1020000,預售屋、或土地及建物分件登記案件；,RPVRMLMJJIGGFBB57DA,82.2,9.6,0.0,,
北屯區,房地(土地+建物)+車位,臺中市北屯區建和路一段１１７號二樓之６,30.77,都市：其他:第三種住宅區。,,,1090819,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100927,233.29000000000002,4,2,3,有,有,12700000,56868,坡道平面,28.43,1050000,預售屋、或土地及建物分件登記案件；,RPWRMLMJJIGGFBB67DA,113.51,25.86,0.0,,
北屯區,房地(土地+建物)+車位,臺中市北屯區建和路一段１１７號三樓之２,20.31,都市：其他:第三種住宅區。,,,1090302,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100927,162.26999999999998,3,2,2,有,有,8250000,53583,坡道平面,27.34,1020000,預售屋、或土地及建物分件登記案件；,RPRSMLMJJIGGFBB27DA,82.2,9.6,0.0,,
北屯區,房地(土地+建物)+車位,臺中市北屯區建和路一段１１７號三樓之７,18.54,都市：其他:第三種住宅區。,,,1090630,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100927,150.51,3,2,2,有,有,8550000,59511,坡道平面,27.34,1220000,預售屋、或土地及建物分件登記案件；,RPWSMLMJJIGGFBB77DA,74.11,9.69,0.0,,
北屯區,房地(土地+建物)+車位,臺中市北屯區建和路一段１１７號四樓之１,18.54,都市：其他:第三種住宅區。,,,1090522,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100927,151.87,3,2,2,有,有,8300000,57113,坡道平面,28.43,1250000,預售屋、或土地及建物分件登記案件；,RPXSMLMJJIGGFBB87DA,74.86,9.14,0.0,,
北屯區,房地(土地+建物)+車位,臺中市北屯區建和路一段１１７號四樓之３,20.31,都市：其他:第三種住宅區。,,,1090403,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100927,163.37,3,2,2,有,有,9000000,58915,坡道平面,28.43,1050000,預售屋、或土地及建物分件登記案件；,RPQTMLMJJIGGFBB27DA,82.2,9.6,0.0,,
北屯區,房地(土地+建物)+車位,臺中市北屯區建和路一段１１７號四樓之５,29.39,都市：其他:第三種住宅區。,,,1090725,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100927,224.71,4,2,3,有,有,12670000,58182,坡道平面,28.43,1250000,預售屋、或土地及建物分件登記案件；,RPRTMLMJJIGGFBB37DA,113.51,20.02,0.0,,
北屯區,房地(土地+建物)+車位,臺中市北屯區建和路一段１１７號四樓之６,29.39,都市：其他:第三種住宅區。,,,1090703,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100927,224.71,4,2,3,有,有,12650000,59099,坡道平面,28.43,1050000,預售屋、或土地及建物分件登記案件；,RPSTMLMJJIGGFBB47DA,113.51,20.02,0.0,,
北屯區,房地(土地+建物)+車位,臺中市北屯區建和路一段１１７號四樓之７,18.54,都市：其他:第三種住宅區。,,,1090529,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100927,151.61,3,2,2,有,有,8400000,58857,坡道平面,28.43,1150000,預售屋、或土地及建物分件登記案件；,RPUTMLMJJIGGFBB67DA,74.11,9.69,0.0,,
北屯區,房地(土地+建物)+車位,臺中市北屯區建和路一段１１７號五樓之１,18.54,都市：其他:第三種住宅區。,,,1090514,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100927,151.87,3,2,2,有,有,8600000,59543,坡道平面,28.43,1250000,預售屋、或土地及建物分件登記案件；,RPWTMLMJJIGGFBB87DA,74.86,9.14,0.0,,
北屯區,房地(土地+建物)+車位,臺中市北屯區建和路一段１１７號五樓之２,20.31,都市：其他:第三種住宅區。,,,1090220,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100927,163.37,3,2,2,有,有,8600000,54469,坡道平面,28.43,1250000,預售屋、或土地及建物分件登記案件；,RPOUMLMJJIGGFBB17DA,82.2,9.6,0.0,,
北屯區,房地(土地+建物)+車位,臺中市北屯區建和路一段１１７號五樓之３,20.31,都市：其他:第三種住宅區。,,,1090307,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100927,163.37,3,2,2,有,有,9500000,61138,坡道平面,28.43,1250000,預售屋、或土地及建物分件登記案件；,RPPUMLMJJIGGFBB27DA,82.2,9.6,0.0,,
北屯區,房地(土地+建物)+車位,臺中市北屯區建和路一段１１７號五樓之５,29.39,都市：其他:第三種住宅區。,,,1090227,土地1建物1車位2,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100927,253.15,4,2,3,有,有,14570000,60472,坡道平面,56.86,2700000,預售屋、或土地及建物分件登記案件；,RPRUMLMJJIGGFBB47DA,113.51,20.02,0.0,,
北屯區,房地(土地+建物)+車位,臺中市北屯區建和路一段１１７號五樓之６,29.39,都市：其他:第三種住宅區。,,,1090602,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100927,224.71,4,2,3,有,有,13020000,60475,坡道平面,28.43,1150000,預售屋、或土地及建物分件登記案件；,RPTUMLMJJIGGFBB67DA,113.51,20.02,0.0,,
北屯區,房地(土地+建物)+車位,臺中市北屯區建和路一段１１７號六樓之１,18.54,都市：其他:第三種住宅區。,,,1090315,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100927,151.87,3,2,2,有,有,8800000,60353,坡道平面,28.43,1350000,預售屋、或土地及建物分件登記案件；,RPVUMLMJJIGGFBB87DA,74.86,9.14,0.0,,
北屯區,房地(土地+建物)+車位,臺中市北屯區建和路一段１１７號六樓之２,20.31,都市：其他:第三種住宅區。,,,1090219,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100927,163.37,3,2,2,有,有,8700000,55951,坡道平面,28.43,1150000,預售屋、或土地及建物分件登記案件；,RPWUMLMJJIGGFBB97DA,82.2,9.6,0.0,,
北屯區,房地(土地+建物)+車位,臺中市北屯區建和路一段１１７號七樓之１,18.54,都市：其他:第三種住宅區。,,,1090413,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100927,151.87,3,2,2,有,有,8770000,60920,坡道平面,28.43,1250000,預售屋、或土地及建物分件登記案件；,RPSVMLMJJIGGFBB67DA,74.86,9.14,0.0,,
北屯區,房地(土地+建物)+車位,臺中市北屯區建和路一段１１７號六樓之６,29.39,都市：其他:第三種住宅區。,,,1090311,土地1建物1車位2,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100927,253.15,4,2,3,有,有,14370000,59453,坡道平面,56.86,2700000,預售屋、或土地及建物分件登記案件；,RPTNMLSJJIGGFBB57DA,113.51,20.02,0.0,,
北屯區,房地(土地+建物)+車位,臺中市北屯區建和路一段１１７號十樓之６,29.39,都市：其他:第三種住宅區。,,,1090807,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100927,224.71,4,2,3,有,有,13350000,62156,坡道平面,28.43,1150000,預售屋、或土地及建物分件登記案件；,RPUNMLSJJIGGFBB67DA,113.51,20.02,0.0,,
北屯區,房地(土地+建物)+車位,臺中市北屯區建和路一段１１７號十二樓之２,20.31,都市：其他:第三種住宅區。,,,1090224,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100927,163.37,3,2,2,有,有,8800000,55951,坡道平面,28.43,1250000,原預售屋合約金額為新台幣880萬元整，現由買方另提供預售屋權利買賣契約書買賣總價為新台幣945萬元整，交易日期民國109年10月19日預售屋、或土地及建物分件登記案件；,RPWNMLSJJIGGFBB87DA,82.2,9.6,0.0,,
北屯區,房地(土地+建物)+車位,臺中市北屯區建和路一段１１７號十四樓之７,18.54,都市：其他:第三種住宅區。,,,1090522,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100927,151.61,3,2,2,有,有,8820000,59994,坡道平面,28.43,1430000,預售屋、或土地及建物分件登記案件；,RPOOMLSJJIGGFBB17DA,74.11,9.69,0.0,,
北屯區,房地(土地+建物)+車位,臺中市北屯區建和路一段１１７號十五樓之１,18.54,都市：其他:第三種住宅區。,,,1090424,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100927,151.87,3,2,2,有,有,8350000,58328,坡道平面,28.43,1150000,原預售屋合約金額為新台幣835萬元整，現由買方另提供不動產買賣權利讓渡書買賣總價為新台幣900萬元整，交易日期民國109年12月05日預售屋、或土地及建物分件登記案件；,RPPOMLSJJIGGFBB27DA,74.86,9.14,0.0,,
北屯區,房地(土地+建物)+車位,臺中市北屯區建和路一段１１７號十五樓之２,20.31,都市：其他:第三種住宅區。,,,1090320,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100927,163.37,3,2,2,有,有,8440000,53431,坡道平面,28.43,1230000,預售屋、或土地及建物分件登記案件；,RPQOMLSJJIGGFBB37DA,82.2,9.6,0.0,,
北屯區,房地(土地+建物)+車位,臺中市北屯區建和路一段１１７號七樓之２,20.31,都市：其他:第三種住宅區。,,,1090306,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100927,163.37,3,2,2,有,有,8780000,56544,坡道平面,28.43,1150000,預售屋、或土地及建物分件登記案件；,RPQSMLNJJIGGFBB27DA,82.2,9.6,0.0,,
北屯區,房地(土地+建物)+車位,臺中市北屯區建和路一段１１７號七樓之５,29.39,都市：其他:第三種住宅區。,,,1090905,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100927,224.71,4,2,3,有,有,13500000,62920,坡道平面,28.43,1150000,預售屋、或土地及建物分件登記案件；,RPRSMLNJJIGGFBB37DA,113.51,20.02,0.0,,
北屯區,房地(土地+建物)+車位,臺中市北屯區建和路一段１１７號十五樓之３,20.31,都市：其他:第三種住宅區。,,,1090312,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100927,163.37,3,2,2,有,有,9530000,60620,坡道平面,28.43,1350000,預售屋、或土地及建物分件登記案件；,RPPOMLOJJIGGFBB86DA,82.2,9.6,0.0,,
北屯區,房地(土地+建物)+車位,臺中市北屯區建和路一段１１７號十五樓之５,43.59,都市：其他:第三種住宅區。,,,1090531,土地1建物1車位2,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100927,348.19,4,2,3,有,有,20150000,60310,坡道平面,56.86,2580000,預售屋、或土地及建物分件登記案件；,RPQOMLOJJIGGFBB96DA,166.91,31.31,0.0,,
北屯區,房地(土地+建物)+車位,臺中市北屯區建和路一段１１７號十四樓之５,25.64,都市：其他:第三種住宅區。,,,1090304,土地1建物1車位2,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100927,226.24,4,2,3,有,有,12970000,62181,坡道平面,55.77,2370000,預售屋、或土地及建物分件登記案件；,RPROMLOJJIGGFBB07DA,101.96,14.03,0.0,,
北屯區,房地(土地+建物)+車位,臺中市北屯區建和路一段１１７號十二樓之３,20.31,都市：其他:第三種住宅區。,,,1090219,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100927,163.37,3,2,2,有,有,9680000,62620,坡道平面,28.43,1230000,預售屋、或土地及建物分件登記案件；,RPQOMLNJJIGGFBB86DA,82.2,9.6,0.0,,
北屯區,房地(土地+建物)+車位,臺中市北屯區建和路一段１１７號十二樓之７,18.54,都市：其他:第三種住宅區。,,,1090522,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100927,151.61,3,2,2,有,有,8820000,60643,坡道平面,28.43,1350000,預售屋、或土地及建物分件登記案件；,RPSPMLNJJIGGFBB17DA,74.11,9.69,0.0,,
北屯區,房地(土地+建物)+車位,臺中市北屯區建和路一段１１７號十三樓之２,20.31,都市：其他:第三種住宅區。,,,1090220,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100927,163.37,3,2,2,有,有,8800000,55951,坡道平面,28.43,1250000,預售屋、或土地及建物分件登記案件；,RPUPMLNJJIGGFBB37DA,82.2,9.6,0.0,,
北屯區,房地(土地+建物)+車位,臺中市北屯區建和路一段１１７號十三樓之３,20.31,都市：其他:第三種住宅區。,,,1090227,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100927,163.37,3,2,2,有,有,9570000,61657,坡道平面,28.43,1250000,預售屋、或土地及建物分件登記案件；,RPVPMLNJJIGGFBB47DA,82.2,9.6,0.0,,
北屯區,房地(土地+建物)+車位,臺中市北屯區建和路一段１１７號十三樓之５,29.39,都市：其他:第三種住宅區。,,,1090424,土地1建物1車位2,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100927,253.15,4,2,3,有,有,14150000,60370,坡道平面,56.86,2300000,預售屋、或土地及建物分件登記案件；,RPWPMLNJJIGGFBB57DA,113.51,20.02,0.0,,
北屯區,房地(土地+建物)+車位,臺中市北屯區建和路一段１１７號十三樓之６,29.39,都市：其他:第三種住宅區。,,,1090612,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100927,224.71,4,2,3,有,有,13300000,61901,坡道平面,28.43,1150000,預售屋、或土地及建物分件登記案件；,RPXPMLNJJIGGFBB67DA,113.51,20.02,0.0,,
北屯區,房地(土地+建物)+車位,臺中市北屯區建和路一段１１７號十三樓之７,18.54,都市：其他:第三種住宅區。,,,1090508,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100927,151.61,3,2,2,有,有,8710000,61374,坡道平面,28.43,1150000,預售屋、或土地及建物分件登記案件；,RPOQMLNJJIGGFBB86DA,74.11,9.69,0.0,,
北屯區,房地(土地+建物)+車位,臺中市北屯區建和路一段１１７號十四樓之１,18.54,都市：其他:第三種住宅區。,,,1090428,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100927,151.87,3,2,2,有,有,8700000,60353,坡道平面,28.43,1250000,預售屋、或土地及建物分件登記案件；,RPPQMLNJJIGGFBB96DA,74.86,9.14,0.0,,
北屯區,房地(土地+建物)+車位,臺中市北屯區建和路一段１１７號十四樓之２,20.31,都市：其他:第三種住宅區。,,,1090304,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100927,163.37,3,2,2,有,有,8880000,56544,坡道平面,28.43,1250000,預售屋、或土地及建物分件登記案件；,RPQQMLNJJIGGFBB07DA,82.2,9.6,0.0,,
北屯區,房地(土地+建物)+車位,臺中市北屯區建和路一段１１７號四樓之２,20.31,都市：其他:第三種住宅區。,,,1090223,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100927,163.37,3,2,2,有,有,8250000,53357,坡道平面,28.43,1050000,預售屋、或土地及建物分件登記案件；,RPVRMLNJJIGGFBB67DA,82.2,9.6,0.0,,
北屯區,房地(土地+建物)+車位,臺中市北屯區建和路一段１１７號六樓之３,20.31,都市：其他:第三種住宅區。,,,1090304,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100927,163.37,3,2,2,有,有,9570000,61657,坡道平面,28.43,1250000,預售屋、或土地及建物分件登記案件；,RPXRMLNJJIGGFBB87DA,82.2,9.6,0.0,,
北屯區,房地(土地+建物)+車位,臺中市北屯區建和路一段１１７號七樓之３,20.31,都市：其他:第三種住宅區。,,,1090508,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100927,163.37,3,2,2,有,有,9600000,61879,坡道平面,28.43,1250000,預售屋、或土地及建物分件登記案件；,RPTOMLSJJIGGFBB67DA,82.2,9.6,0.0,,
